X,Y,objectid,class,gisassetid,material,owns,maintains,lasteditor,horzontalprecision,surveytype,surveydate,mode
147.136533068766113,-41.436151075555934,960,Bench Seat with back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136562965823089,-41.436149598863544,961,Bench Seat with back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136712033025219,-41.435937275969309,962,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137577003526417,-41.435965393307598,963,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137587544021102,-41.435963155837321,964,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137597020345623,-41.43596145108436,965,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136850301295311,-41.435878139140357,966,Bench Seat with back,,,,,CORNWELLL,,,,
147.136838938228806,-41.435967453523901,967,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136801001538657,-41.43599356649419,968,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136791598096522,-41.436041398766491,969,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136874023963145,-41.436031473494268,970,Bench Seat with back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137021030244881,-41.435892726330778,971,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137014165419657,-41.435895445779593,972,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137007361426612,-41.43589863354822,973,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136988014014776,-41.435907853297181,974,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136981581340706,-41.43591116672787,975,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137088183843616,-41.435815082303385,976,Bench Seat without back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.1371205297242,-41.435817025417784,977,Bench Seat with back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137134651575792,-41.435793210633669,978,Bench Seat without back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137415192165463,-41.435814863328133,979,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137445045711161,-41.43575312593623,980,Bench Seat without back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137474054155859,-41.435722024230181,981,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137244793828529,-41.435792385712553,982,Seat with back,,,,,CORNWELLL,,,,
147.137237803809199,-41.435798167891726,983,Seat with back,,,,,CORNWELLL,,,,
147.137230515631501,-41.435804463856584,984,Seat with back,,,,,CORNWELLL,,,,
147.13725880255771,-41.435845576609033,985,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137266575629951,-41.435842180495563,986,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137274193799442,-41.435839117845859,987,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137290108129861,-41.435830965036629,988,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137297701788384,-41.435827632188051,989,Stool,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137346858177409,-41.435775834136649,990,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137340073294837,-41.435730723408611,991,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137275583957944,-41.436004665979688,992,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137272694937536,-41.435996922932496,993,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137268824336616,-41.43598914502617,994,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.13723951752408,-41.435958257064982,995,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137230961479531,-41.435953628381952,996,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137222881657863,-41.435947783110834,997,Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137526071718611,-41.435998872218079,998,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137572420750928,-41.435903787134336,999,Bench Seat without back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.13749065309176,-41.435868151923799,1000,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
