X,Y,objectid,class,gisassetid,material,owns,maintains,lasteditor,horzontalprecision,surveytype,surveydate,mode
147.1374628863949,-41.435818391357216,1001,Bench Seat without back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137551560755099,-41.435837174208508,1002,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.137380992124491,-41.435799265260513,1003,Bench Seat with back,,TIMBSTL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-17T00:00:00.000Z,active
147.136161565611587,-41.436336476894169,1004,Bench Seat with back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-18T00:00:00.000Z,active
147.136102057430548,-41.436360654216884,1005,Bench Seat with back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-18T00:00:00.000Z,active
147.136480270959623,-41.436185483994812,1006,Bench Seat without back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-18T00:00:00.000Z,active
147.136434380519006,-41.436186042847908,1007,Bench Seat without back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-18T00:00:00.000Z,active
147.136395926252902,-41.436199482672848,1008,Bench Seat without back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-18T00:00:00.000Z,active
147.136438854991667,-41.436202152050875,1009,Bench Seat without back,,STEEL,LCC Parks,LCC Parks,CORNWELLL,,Surveyed & GPS RTK,2018-07-18T00:00:00.000Z,active
147.137217340114148,-41.435976948966484,1010,Bench Seat with back,,TIMBER,LCC Parks,LCC Parks,CORNWELLL,,Taped,2018-07-18T00:00:00.000Z,active
147.132658941736793,-41.438308039444436,1011,Bench Seat with back,,STEEL,LCC Parks,LCC Parks,ORDERSR,,Photogrammetry,2018-07-31T00:00:00.000Z,
147.138364136237101,-41.436600447304841,1,Seat with back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.138529039875266,-41.436816811091475,2,Seat with back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.138586321237455,-41.43687931034971,3,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.138393594159879,-41.436644609221233,4,Seat with back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.138607438077855,-41.436912960537235,5,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.13824856204036,-41.438942780411168,6,Seat without back,,,LCC Roads,LCC Roads,Ordersr,,estimate,2010-03-19T00:00:00.000Z,
147.138360491456467,-41.438892685494935,7,Seat without back,,,LCC Roads,LCC Roads,Ordersr,,estimate,2010-03-19T00:00:00.000Z,
147.13701366798071,-41.437754590339367,8,Seat without back,,,LCC Roads,LCC Roads,Ordersr,,estimate,2010-03-19T00:00:00.000Z,
147.136930490331054,-41.437664136479292,9,Seat with back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.138890854272148,-41.437523009025213,10,Seat with back,,TIMBER,LCC Roads,LCC Roads,HARVEYS,0.100000,Surveyed & GPS RTK,2017-07-05T00:00:00.000Z,active
147.138908334555083,-41.437544649274855,11,Seat with back,,TIMBER,LCC Roads,LCC Roads,HARVEYS,0.100000,Odometer,2017-07-05T00:00:00.000Z,active
147.139558224796531,-41.43625965905288,12,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,active
147.139583633385939,-41.436246530348328,13,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,active
147.139606934835484,-41.436232623240436,14,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2014-04-24T00:00:00.000Z,active
147.139643563139373,-41.436122594785942,15,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,Submetre GPS,2015-04-29T00:00:00.000Z,active
147.136737944596575,-41.435509426988077,16,Seat without back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,sm,2017-04-20T00:00:00.000Z,
147.13792342186693,-41.435714953214152,17,Seat with back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.137902068383852,-41.435894883942183,18,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.137939728127407,-41.435951336861557,19,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.137981327256,-41.436003325404712,20,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.13803682780906,-41.436088007276183,21,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139676200508944,-41.440397425709833,22,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139729951439136,-41.440479539870111,23,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139820870578603,-41.440597270606183,24,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139853954829221,-41.44065149994546,25,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139891155093352,-41.440702622071704,26,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139928348758048,-41.440750644697566,27,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139967622580656,-41.440807966870828,28,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140004816358157,-41.440855987669394,29,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140046154963102,-41.440914858401008,30,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.1400771739699,-41.440965988889729,31,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140124709754616,-41.441032603938176,32,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140709604977076,-41.440887689188237,33,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140789907242493,-41.44085968107013,34,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140864017832314,-41.44082702898158,35,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140946366655697,-41.440792817454984,36,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141047249937941,-41.440753928949349,37,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140635487545211,-41.440917239888073,38,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140530511231702,-41.44097008751806,39,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140446107332195,-41.441007402552195,40,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140365819300655,-41.441041613907551,41,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141150180973909,-41.440708837049392,42,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140705759418893,-41.439949698652931,43,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.14074685609981,-41.440008486568516,44,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140796459860127,-41.440078200118307,45,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140848094845893,-41.44013395576976,46,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140895624102853,-41.440197470120332,47,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140986919060481,-41.440315492225032,48,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141025566614644,-41.440365770908898,49,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141066139716969,-41.440418558521671,50,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141103059981447,-41.440466590112663,51,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141147714342935,-41.440521224641095,52,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141191109316367,-41.440578541342383,53,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140939166389586,-41.440253365349101,54,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140676593192893,-41.439913987877375,55,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140050637606777,-41.440124076122643,56,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140124738665662,-41.440088322319411,57,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140192678446454,-41.440060329671233,58,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140260615774707,-41.440032336985801,59,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.14034296176817,-41.439996574790769,60,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140431477910255,-41.439956152608033,61,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140515893834873,-41.439925039258526,62,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140253135347137,-41.440385871522246,63,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140358116431287,-41.440336125432019,64,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140566320339644,-41.440376185397604,65,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140624179191889,-41.440452090624945,66,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140214267494315,-41.440517714587671,67,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140270060474535,-41.440590522112402,68,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140470025650785,-41.44063214339414,69,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140564727446559,-41.440593263758664,70,Seat with back,,Timber,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.141584710951776,-41.437374194861853,71,Seat without back,,STONE,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.137026342458995,-41.433048197508455,72,Seat without back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.136544469880107,-41.432085600456709,73,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139803305395105,-41.431802809034622,74,Seat with back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139653793812016,-41.432046645957406,75,Seat with back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139434621476511,-41.434644457541154,76,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139353824887394,-41.434628871482779,77,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139255831261067,-41.434527830804804,78,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139331992515508,-41.434495532985594,79,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140085188120878,-41.43438764103562,80,Seat without back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.142568411912976,-41.43240558296403,81,Seat without back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.144279853051529,-41.431446657657624,82,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.140373284330821,-41.436292507030117,83,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.140333275626745,-41.436404710656419,84,Seat with back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.140189622312164,-41.435850484525496,85,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.139837439321582,-41.435401167860419,86,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140930579561143,-41.436140759168886,87,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.141026027068108,-41.436073500822701,88,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.142160596781366,-41.434707707105815,89,Seat without back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.140399198574244,-41.436489101235061,90,Seat with back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.140364204627048,-41.436515521646058,91,Seat without back,,STEEL,LCC Roads,LCC Roads,ORDERSR,,estimate,2017-04-19T00:00:00.000Z,
147.133725616551118,-41.438497576291759,92,Seat with back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.133141300283881,-41.43809295215695,93,Seat with back,,,LCC Parks,LCC Parks,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.116725956345505,-41.458971111637084,94,Seat with back,,,LCC Parks,LCC Parks,ORDERSR,0.600000,sm,2012-10-25T00:00:00.000Z,
147.147089534306531,-41.450090100463413,95,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2010-08-20T00:00:00.000Z,
147.147000345716179,-41.449987516022027,96,Seat with back,,timber,LCC Parks,LCC Parks,Ordersr,,submetre,2010-08-20T00:00:00.000Z,
147.14579737000534,-41.450860555910182,97,Seat with back,,tree trunk,LCC Parks,LCC Parks,Ordersr,,,,
147.147910673955209,-41.439388405857365,98,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2010-09-23T00:00:00.000Z,
147.14696444005699,-41.440061592186602,99,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2010-09-23T00:00:00.000Z,
147.146547072169227,-41.438754745079393,100,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2010-09-23T00:00:00.000Z,
147.147058386820277,-41.438987201628201,101,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2010-09-23T00:00:00.000Z,
147.146619827256046,-41.438670504778656,102,Picnic Table,,TIMBSTL,LCC Parks,LCC Parks,ORDERSR,,,,
147.152377870386118,-41.46504673420236,103,Seat with back,,,LCC Parks,LCC Parks,ORDERSR,,,,
147.154632935946893,-41.464636800094659,104,Seat with back,,,LCC Parks,LCC Parks,ORDERSR,,,,
147.158782114126439,-41.450975555008057,105,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,,,
147.158084821658122,-41.450746440552848,106,Seat with back,,,LCC Parks,LCC Parks,ORDERSR,,,,
147.158635878652319,-41.450151757134563,107,Seat with back,,,LCC Parks,LCC Parks,ORDERSR,,,,
147.165838452975152,-41.439693674813121,108,Seat without back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2010-10-14T00:00:00.000Z,
147.365974816474193,-41.310642574669174,109,Picnic Table,, ,LCC Parks,LCC Parks,Ordersr,,submetre,,
147.365992215588676,-41.310471908479997,110,Picnic Table,, ,LCC Parks,LCC Parks,Ordersr,,,,
147.365625990865283,-41.309947690249231,111,Seat with back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,2010-11-03T00:00:00.000Z,
147.366314472144325,-41.311047650901806,112,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,,
147.365881546480011,-41.310253628326265,113,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,submetre,,
147.366196377207189,-41.309919016952939,114,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,submetre,,
147.173187713705971,-41.450912002344907,115,Seat with back,, ,LCC Parks,LCC Parks,ORDERSR,,,,
147.173188349365631,-41.450910174661637,116,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,,
147.366434432742608,-41.310968110080239,117,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,,,
147.142745828552023,-41.411526798806868,118,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.14267682161929,-41.411221960362617,119,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.143644480192563,-41.411391417782582,120,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.143475054542989,-41.411241337534335,121,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.138582029112825,-41.412281055769718,122,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.138033334778868,-41.411230776430237,123,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.14089258958154,-41.411411345740603,124,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.141459596745705,-41.411592489855018,125,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.13929188057017,-41.415022102554857,126,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,,
147.13397985871768,-41.41266078106576,127,Seat with back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,2011-01-19T00:00:00.000Z,
147.134044278376734,-41.412676861144647,128,Seat with back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,2011-01-19T00:00:00.000Z,
147.138201662886047,-41.429316771362529,129,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,submetre,2011-02-03T00:00:00.000Z,
147.137845698414992,-41.428325596346262,130,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,,2017-04-20T00:00:00.000Z,
147.137166355184945,-41.426523224362732,131,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,,2017-04-20T00:00:00.000Z,
147.137046330718249,-41.426073633994896,132,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,,2017-04-20T00:00:00.000Z,
147.170774259507056,-41.476228738425277,133,Seat with back,,,LCC Parks,LCC Parks,Ordersr,,submetre,2011-02-02T00:00:00.000Z,
147.143866080910072,-41.431512919274404,134,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.145035005883983,-41.432099447896078,135,Picnic Table,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.145125489347748,-41.432001567568292,136,Picnic Table,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.143042711681602,-41.431829399612653,137,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.145536251842344,-41.432400413151669,138,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.144629285494801,-41.43282469224782,139,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.144347742130805,-41.43297130152088,140,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.144664195673613,-41.432530930857631,141,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.143558565980243,-41.43227143800587,142,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.141896258784641,-41.432573889628181,143,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.142256467440234,-41.433386299272478,144,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.142648026129081,-41.433696577806458,145,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.142523281697407,-41.433433744224992,146,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.142753640223305,-41.433528492837617,147,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.142891077043771,-41.43397213435815,148,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.142580561136811,-41.433808398351985,149,Seat without back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.14251006684816,-41.433605707617758,150,Seat without back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.142468387617157,-41.433781339002444,151,Seat without back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.143185539223026,-41.433091865233138,152,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.144507720012314,-41.431704412092849,153,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,Surveyed & GPS RTK,2017-04-20T00:00:00.000Z,active
147.144672068686305,-41.43180954893608,154,Picnic Table,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2017-04-20T00:00:00.000Z,
147.139616141076175,-41.409299287404878,155,Seat with back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,2011-03-10T00:00:00.000Z,
147.139583923807919,-41.409414485871018,156,Seat with back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,2011-03-10T00:00:00.000Z,
147.118831340082494,-41.391650862626747,157,Seat without back,,STEEL,LCC Parks,LCC Parks,ORDERSR,,submetre,2010-12-17T00:00:00.000Z,
147.159138691973482,-41.435845774013949,158,Seat without back,, ,LCC Parks,LCC Parks,ORDERSR,,submetre,2010-12-17T00:00:00.000Z,
147.137249510786887,-41.425499908790329,159,Seat without back,,STEEL,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137292303347436,-41.425452622947859,160,Seat without back,,STEEL,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137477202401584,-41.425333910302804,161,Seat without back,,STEEL,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137544728611317,-41.425293618910104,162,Seat without back,,STEEL,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137605577999949,-41.425265801037213,163,Seat without back,,STEEL,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137178844661804,-41.424642165366102,164,Seat with back,,TIMBER,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137158682116024,-41.424591141706607,165,Seat with back,,TIMBER,LCC YPIPA,LCC YPIPA,ORDERSR,,Submetre GPS,2017-04-20T00:00:00.000Z,
147.137011146741429,-41.424398204207371,166,Seat with back,,TIMBER,LCC YPIPA,LCC YPIPA,ORDERSR,,,2017-04-20T00:00:00.000Z,
147.136974373506177,-41.42440068724261,167,Seat with back,,TIMBER,LCC YPIPA,LCC YPIPA,ORDERSR,,,2017-04-20T00:00:00.000Z,
147.136871255293158,-41.424385092652635,168,Seat without back,,TIMBER,LCC YPIPA,LCC YPIPA,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.136854089702126,-41.424421265854178,169,Seat without back,,TIMBER,LCC YPIPA,LCC YPIPA,ORDERSR,,estimate,2017-04-20T00:00:00.000Z,
147.081542918964999,-41.336570650045182,170,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,submetre,2011-03-30T00:00:00.000Z,
147.081515517973514,-41.336660727636009,171,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,submetre,2011-03-30T00:00:00.000Z,
147.081689358098174,-41.336749476250468,172,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,submetre,2011-03-30T00:00:00.000Z,
147.139455011920433,-41.437043795994398,173,Seat with back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139514541544145,-41.437013712465507,174,Seat with back,,,LCC Roads,LCC Roads,ORDERSR,,estimate,2010-03-19T00:00:00.000Z,
147.139248689579034,-41.437926356960048,175,Seat with back,,STEEL,LCC Roads,LCC Roads,HARVEYS,0.100000,Surveyed & GPS RTK,2017-07-05T00:00:00.000Z,active
147.136795917536119,-41.438401876068419,176,Seat without back,,TIMBER,LCC Roads,LCC Roads,ORDERSR,,Estimated,2010-03-19T00:00:00.000Z,
147.130329249855748,-41.444453140625342,177,Picnic Table,,,LCC Parks,LCC Parks,Ordersr,,submetre,2011-03-07T00:00:00.000Z,
147.130266408345506,-41.445549046324338,178,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2011-04-07T00:00:00.000Z,
147.130579757733386,-41.445805869768336,179,Seat with back,,TIMBER,LCC Parks,LCC Parks,ORDERSR,,submetre,2011-04-07T00:00:00.000Z,
