X,Y,objectid,local,state,thr_id,original_a,commentary
147.123002020941954,-41.395375980162029,1073,LCC, ,0,1-3 Maiden Place NEWNHAM TAS 7248, 
147.120791039089937,-41.395938678012016,1074,LCC, ,0,5 Maiden Place NEWNHAM TAS 7248, 
147.215926917269343,-41.252067170965923,1075,LCC,THC,4430, , 
147.216572934380508,-41.250417523581703,1076,LCC,THC,4431, , 
147.216634758085434,-41.25070565807885,1077,LCC,THC,4431, , 
147.137818905457721,-41.449050124871434,1078,LCC,THC,4449, , 
147.137912913092862,-41.449176117646033,1079,LCC,THC,4449, , 
147.132881619346506,-41.441329783446314,1080,LCC, ,0,32 Margaret Street LAUNCESTON TAS 7250, 
147.132948854725441,-41.441522833800036,1081,LCC, ,0,34 Margaret Street LAUNCESTON TAS 7250, 
147.134109824616246,-41.442929384022847,1082,LCC,THC,4206, , 
147.133306542312141,-41.442326812349741,1083,LCC,THC,4206, , 
147.133824801204099,-41.442762015330544,1084,LCC, ,0,44 Margaret Street LAUNCESTON TAS 7250, 
147.135004463522648,-41.443648940865167,1085,LCC,THC,7966,60-62 Margaret St, 
147.135046372989905,-41.443711944454101,1086,LCC,THC,7967, , 
147.135074100710227,-41.443747942060355,1087,LCC,THC,7968, , 
147.135026927283747,-41.443802042674044,1088,LCC,THC,7969, , 
147.134904810549131,-41.4426402132327,1089,LCC,THC,4451, , 
147.135206271761859,-41.443810839577885,1090,LCC,THC,7970, , 
147.135240482666802,-41.443855837063118,1091,LCC,THC,7971, , 
147.135927130663134,-41.444710743993376,1092,LCC,THC,4452, , 
147.135946667473149,-41.444836826438504,1093,LCC,THC,4453, , 
147.136605272553481,-41.4449261216594,1094,LCC,THC,4454, , 
147.13599947242372,-41.444899816790972,1095,LCC,THC,4455, , 
147.1360502423681,-41.444962809525073,1096,LCC,THC,4456, , 
147.13677996452833,-41.445169117603413,1097,LCC,THC,4457, , 
147.136017239322769,-41.445611391217078,1098,LCC,THC,3820, ,tricky titles
147.136530690323497,-41.445610783011723,1099,LCC,THC,3820, , 
147.136257190522002,-41.44540393392564,1100,LCC,THC,4458, , 
147.136530690323497,-41.445610783011723,1101,LCC,THC,4458, , 
147.136326710864779,-41.445674077664073,1102,LCC,THC,4459, , 
147.13685140173564,-41.445268115554939,1103,LCC,THC,4460, , 
147.136930658379896,-41.445385119227232,1104,LCC,THC,4461, , 
147.137018893803003,-41.445502112148894,1105,LCC,THC,4462, , 
147.136730359572113,-41.445986520437302,1106,LCC, ,0,102 Margaret Street LAUNCESTON TAS 7250, 
147.137381932654449,-41.445988086148283,1107,LCC,THC,8206, , 
147.137542925852671,-41.44620407463821,1108,LCC,THC,8209, , 
147.130376469231805,-41.422054157446802,1109,LCC,THC,4465,Invermay Primary School 35-43 Mayne Street INVERMAY TAS 7247, 
147.132655979578431,-41.441391423949753,1110,LCC, ,0,2-4 Middle Street LAUNCESTON TAS 7250, 
147.132473773997049,-41.441440924079721,1111,LCC, ,0,6 Middle Street LAUNCESTON TAS 7250, 
147.132391302016345,-41.441561434555119,1112,LCC, ,0,8 Middle Street LAUNCESTON TAS 7250, 
147.132269721027114,-41.441460586333179,1113,LCC, ,0,10 Middle Street LAUNCESTON TAS 7250, 
147.132189796325946,-41.441597776605633,1114,LCC, ,0,10 Middle Street LAUNCESTON TAS 7250, 
147.1320360965519,-41.441658418942069,1115,LCC, ,0,12 Middle Street LAUNCESTON TAS 7250, 
147.397744067804069,-41.352083602856986,1116,LCC, ,0,491 Mount Barrow Road NUNAMARA TAS 7259, 
147.415712248740562,-41.377829305861638,1117,LCC, ,0,1045 Mount Barrow Road NUNAMARA TAS 7259, 
147.425290437411661,-41.378669199904436,1118,LCC, ,0,1406 Mount Barrow Road NUNAMARA TAS 7259, 
147.119111164729645,-41.394800379335237,1119,LCC,THC,3718,43 Alanvale Rd,Tamarleigh
147.117238575503649,-41.393973601641129,1120,LCC,THC,4469, , 
147.147573342335448,-41.450848538966405,1121,LCC,THC,4470, , 
147.148372945021549,-41.450730412602702,1122,LCC,THC,4471, , 
147.130718069130324,-41.450959001265375,1123,LCC,THC,4474, , 
147.131131176213671,-41.451048606403063,1124,LCC,THC,4474, , 
147.120032814157753,-41.397907048648804,1125,LCC,THC,4475, ,Newnham Hall
147.119171794104687,-41.399898625555004,1126,LCC,THC,4475, ,Newnham Hall
147.120032814157753,-41.397907048648804,1127,LCC,THC,4476, ,Riversdide Cottage
147.119171794104687,-41.399898625555004,1128,LCC,THC,4476, ,Riversdide Cottage
147.163765269764752,-41.444350213087979,1129,LCC,THC,4477, , 
147.143354652934846,-41.259323610073409,1130,LCC,THC,8349, , 
147.1428908953026,-41.448908823902457,1131,LCC,THC,7947, , 
147.143250866945635,-41.44922363980303,1132,LCC,THC,7949, , 
147.14289743017676,-41.449377207379875,1133,LCC,THC,7950, , 
147.143332973544062,-41.449322620368619,1134,LCC,THC,7951, , 
147.143050671212308,-41.449431062112794,1135,LCC,THC,7952, , 
147.156328412992252,-41.434812561427165,1136,LCC,THC,4479, , 
147.156430997151148,-41.435052071520978,1137,LCC, ,0,3 Olive Street NEWSTEAD TAS 7250, 
147.137883018573007,-41.216993341097421,1138,LCC,THC,4651, , 
147.138208096172434,-41.217068006096348,1139,LCC, ,0,Bangor Cemetery 7 Paling Track BANGOR TAS 7267, 
147.139190455797092,-41.216802602437731,1140,LCC,THC,4651, , 
147.131868527443885,-41.439446055511397,1141,LCC,THC,4481, , 
147.139424972965259,-41.435391180066077,1142,LCC,THC,4263,70 George,Luck's
147.139523180451135,-41.435418083665539,1143,LCC,THC,4263,70 George,Luck's
147.139523180451135,-41.435418083665539,1144,LCC,THC,4263,70 George,Luck's
147.138642367857159,-41.435790034444949,1145,LCC,THC,8350, , 
147.13897699646563,-41.436276038481381,1146,LCC,THC,4483, , 
147.138462077770214,-41.435889334637281,1147,LCC,THC,8182, , 
147.137142936360817,-41.436584496123025,1148,LCC,THC,4484, ,Wes Chambers
147.136790679529383,-41.436490403765923,1149,LCC,THC,4484, ,Wes Chambers
147.136797869476538,-41.436765057953856,1150,LCC,THC,4484, ,Wes Chambers
147.137513280619658,-41.436521001202522,1151,LCC,THC,4484, ,Wes Chambers
147.136699861239975,-41.436562572118262,1152,LCC,THC,4484, ,Wes Chambers
147.136765020374668,-41.436526464474731,1153,LCC,THC,4484, ,Wes Chambers
147.136877264237171,-41.436454270581642,1154,LCC,THC,4485, ,Chapel
147.137137033294778,-41.436566488058283,1155,LCC,THC,4486, ,Church
147.135544167620225,-41.437460123184074,1156,LCC,THC,4488, , 
147.135423863292743,-41.437514310154825,1157,LCC,THC,4488, , 
147.135216822141302,-41.437532568778167,1158,LCC,THC,4488, , 
147.135544167620225,-41.437460123184074,1159,LCC,THC,4489, , 
147.135423863292743,-41.437514310154825,1160,LCC,THC,4489, , 
147.135216822141302,-41.437532568778167,1161,LCC,THC,4489, , 
147.136277243208525,-41.437765513837363,1162,LCC,THC,7141, , 
147.135128046615279,-41.437667786320482,1163,LCC,THC,4490, , 
147.131505575426303,-41.435762383289855,1164,LCC,THC,10734, , 
147.132021275459351,-41.439508933151608,1165,LCC,THC,4480, ,Tudor Shop
147.135379321579279,-41.438198936281516,1166,LCC,THC,11011, , 
147.135642358380579,-41.438225649101923,1167,LCC,THC,11011, , 
147.135198873306194,-41.438299716853187,1168,LCC, ,0,91 Paterson Street LAUNCESTON TAS 7250, 
147.134016955466308,-41.439101286108958,1169,LCC,THC,4491, , 
147.134377516775402,-41.438704533454015,1170,LCC,THC,4491, , 
147.134786294900778,-41.438704055264623,1171,LCC,THC,4491, , 
147.131937042813661,-41.439941391988384,1172,LCC,THC,11010, , 
147.132033042590876,-41.440058379946002,1173,LCC,THC,11010, , 
147.13220070028575,-41.440094217592552,1174,LCC,THC,11010, , 
147.132260771409051,-41.440202239092002,1175,LCC,THC,11010, , 
147.132828416340288,-41.439913343654958,1176,LCC,THC,11010, , 
147.130018815804931,-41.440970435973789,1177,LCC,THC,4492, , 
147.130584539392487,-41.440789644346189,1178,LCC,THC,4492, , 
147.130320788925786,-41.440889026405301,1179,LCC,THC,4492, , 
147.130751017526109,-41.441042387101916,1180,LCC,THC,4492, , 
147.164901145222274,-41.446357270962977,1181,LCC,THC,4495, , 
147.164831260127499,-41.446699657391079,1182,LCC,THC,4495, , 
147.184223414710232,-41.465234732083928,1183,LCC,THC,4496, , 
147.157553419456946,-41.438846272419759,1184,LCC,THC,4497, , 
147.136522300771134,-41.447033983560893,1185,LCC,THC,4500, , 
147.136592092972364,-41.447129857978489,1186,LCC, ,0,20 Princes Street LAUNCESTON TAS 7250, 
147.166474013393639,-41.453821258200335,1187,LCC, ,0,Punchbowl Reserve 102-134 Punchbowl Road PUNCHBOWL TAS 7249, 
147.167825923392968,-41.45613835022489,1188,LCC, ,0,Punchbowl Reserve 102-134 Punchbowl Road PUNCHBOWL TAS 7249, 
147.164495552581968,-41.454796783229817,1189,LCC, ,0,Punchbowl Reserve 102-134 Punchbowl Road PUNCHBOWL TAS 7249, 
147.139617020782509,-41.437340391053979,1190,LCC,THC,4501, , 
147.13993512933763,-41.437131450074247,1191,LCC,THC,4502, , 
147.139991059807272,-41.437257487724935,1192,LCC,THC,4504,5-5B QUADRANT MALL, 
147.13997030149244,-41.437192200141219,1193,LCC, ,0,7 Quadrant LAUNCESTON TAS 7250, 
147.139991059807272,-41.437257487724935,1194,LCC,THC,4504, , 
147.140012740968018,-41.437320514186929,1195,LCC,THC,4505, , 
147.13999465074977,-41.437257483355388,1196,LCC, ,0,9 Quadrant LAUNCESTON TAS 7250, 
147.140041021413595,-41.437446585455852,1197,LCC,THC,4506, , 
147.140048477922136,-41.437518636772097,1198,LCC,THC,4508, , 
147.139604062404231,-41.437493535116019,1199,LCC,THC,4507, , 
147.140026627627122,-41.437599731309561,1200,LCC,THC,4509, , 
147.139605750818561,-41.437583218530762,1201,LCC, ,0,18 Quadrant LAUNCESTON TAS 7250, 
147.139913226993514,-41.437689944764728,1202,LCC,THC,4511, , 
147.139830511367876,-41.437744090621067,1203,LCC,THC,4512, , 
147.148681646265061,-41.430877388248533,1204,LCC,THC,4513, , 
147.174363412130248,-41.432219489076871,1205,LCC,THC,4514, , 
147.174530980923521,-41.432444423879318,1206,LCC,THC,4514, , 
147.176726994609282,-41.434323650245119,1207,LCC,THC,4515, , 
147.049127230784165,-41.328879358764688,1208,LCC,THC,4516, , 
147.15574457833884,-41.437029210748634,1209,LCC,THC,4517, , 
147.155834631611754,-41.437146186940524,1210,LCC,THC,4517, , 
147.137035159741941,-41.427393480928245,1211,LCC,THC,4518, , 
147.137065656322022,-41.427072363628618,1212,LCC,THC,4519, , 
147.136926666773888,-41.427420632794892,1213,LCC,THC,4520, , 
147.136916850852572,-41.4271085710714,1214,LCC,THC,4521, , 
147.136813730867374,-41.427440794567502,1215,LCC, ,0,7 Russell Street INVERMAY TAS 7248, 
147.136969736610922,-41.42400114037239,1216,LCC,THC,4523, , 
147.136698292060174,-41.427465942188,1217,LCC,THC,4524, , 
147.136672217856244,-41.427153469200078,1218,LCC, ,0,8-10 Russell Street INVERMAY TAS 7248, 
147.136567418639459,-41.427493120304582,1219,LCC,THC,4525, , 
147.136434508322111,-41.427233391722496,1220,LCC,THC,4526, , 
147.136219125347452,-41.42756793658976,1221,LCC, ,0,13-15 Russell Street INVERMAY TAS 7248, 
147.136330424676743,-41.42725153023342,1222,LCC,THC,4528, , 
147.136227676278537,-41.427278674634493,1223,LCC,THC,4529, , 
147.135686736827466,-41.427676515052369,1224,LCC, ,0,Russell St Park 17-31 Russell Street INVERMAY TAS 7248, 
147.136134483365254,-41.427296800072376,1225,LCC,THC,4531, , 
147.136014003396241,-41.427314957696538,1226,LCC,THC,4532, , 
147.135889050649666,-41.427369150738272,1227,LCC,THC,4533, , 
147.135611891823089,-41.42740550801927,1228,LCC,THC,4534, , 
147.13542144349401,-41.427387717212362,1229,LCC,THC,4535, , 
147.146102779205023,-41.372024998548817,1230,LCC,THC,10789, , 
147.142913617672207,-41.44431495301307,1231,LCC,THC,4536, , 
147.142962158866965,-41.444395960546025,1232,LCC,THC,4537, , 
147.143011159250477,-41.444467959948504,1233,LCC,THC,4538, , 
147.143229294808265,-41.444368605658568,1234,LCC,THC,4538, , 
147.14305718674018,-41.444548970563893,1235,LCC,THC,4539, , 
147.138443726585564,-41.431871987261808,1236,LCC,THC,4197, , 
147.138204350187863,-41.431872275062616,1237,LCC,THC,4198, , 
147.137654107940847,-41.432026063211865,1238,LCC,THC,4199, , 
147.137486620081887,-41.432062293715539,1239,LCC,THC,4200, , 
147.138892347361264,-41.431997552356613,1240,LCC,THC,4540, , 
147.154045093689774,-41.437175619642801,1241,LCC,THC,4541, , 
147.125795550586957,-41.440422359976971,1242,LCC, ,0,Cataract Gorge Reserve (Cliffgrounds) Dandenong Road TREVALLYN TAS 7250,Gorge
147.13582493837967,-41.450241490333106,1243,LCC,THC,4542, , 
147.146251961638114,-41.439122413231686,1244,LCC,THC,4543, , 
147.136111944705931,-41.432955676415794,1245,LCC,THC,4545, , 
147.135256518695201,-41.433244927065338,1246,LCC,THC,4546, , 
147.136641918447509,-41.435810446463478,1247,LCC, ,0,Town Hall 18-28 St John Street LAUNCESTON TAS 7250,Town Hall - Not THR?
147.136492471008637,-41.436021215920007,1248,LCC, ,0,Town Hall 18-28 St John Street LAUNCESTON TAS 7250,Town Hall - Not THR?
147.136843363071932,-41.43572053955522,1249,LCC, ,0,Town Hall 18-28 St John Street LAUNCESTON TAS 7250,Town Hall - Not THR?
147.136793278912108,-41.435228569672532,1250,LCC, ,0,Town Hall 18-28 St John Street LAUNCESTON TAS 7250,Town Hall - Not THR?
147.136923373659272,-41.435393081085159,1251,LCC, ,0,Town Hall 18-28 St John Street LAUNCESTON TAS 7250,Town Hall - Not THR?
147.137098629634522,-41.435597193385703,1252,LCC, ,0,Town Hall 18-28 St John Street LAUNCESTON TAS 7250,Town Hall - Not THR?
147.136617332181004,-41.433837817853544,1253,LCC,THC,4548, , 
147.136702363749606,-41.43408992838399,1254,LCC,THC,6618, , 
147.137674526966663,-41.43602539304473,1255,LCC,THC,4614, , 
147.137666006564444,-41.436241584472739,1256,LCC,THC,4614, , 
147.137959780615034,-41.436655579907004,1257,LCC,THC,4618, , 
147.138358456811659,-41.437033418250863,1258,LCC,THC,4549, , 
147.138084873667395,-41.435925818196182,1259,LCC,THC,4550,53-59 St John St,Public Bdgs
147.138419125469454,-41.436348771440777,1260,LCC,THC,4615, , 
147.138938554511725,-41.437726300449576,1261,LCC,THC,4551,68-72  St John St, 
147.138855724000877,-41.437951589166502,1262,LCC,THC,6278, , 
147.139015255279986,-41.438050479541971,1263,LCC,THC,6278, , 
147.139091176962381,-41.437897259455625,1264,LCC,THC,6278, , 
147.138920957691397,-41.436771521448982,1265,LCC,THC,4553, , 
147.139103623404537,-41.438176478404159,1266,LCC,THC,4554,84-86 St John St, 
147.139217175532423,-41.438212252344456,1267,LCC, ,0,86A St John Street LAUNCESTON TAS 7250, 
147.139255635139136,-41.438257027357153,1268,LCC, ,0,88 St John Street LAUNCESTON TAS 7250, 
147.13922111016015,-41.438373048526351,1269,LCC, ,0,90 St John Street LAUNCESTON TAS 7250, 
147.139393651342886,-41.438397743668567,1270,LCC, ,0,92 St John Street LAUNCESTON TAS 7250, 
147.139337068689997,-41.437574926731003,1271,LCC,THC,4559, , 
147.139399246061146,-41.437655919349808,1272,LCC,THC,4560,95-99 St John St, 
147.139481012860784,-41.438500293203234,1273,LCC,THC,4561, , 
147.139449812787291,-41.437736926007759,1274,LCC,THC,4616, , 
147.139449812787291,-41.437736926007759,1275,LCC,THC,7142, , 
147.139602408409786,-41.437885231283666,1276,LCC, ,0,103 St John Street LAUNCESTON TAS 7250, 
147.140073024786574,-41.439211170143267,1277,LCC,THC,4563, , 
